"","week_canton","ndvi_lag_8","ndvi_lag_7","ndvi_lag_6","ndvi_lag_5","ndvi_lag_4","ndvi_lag_3","ndvi_lag_2","ndvi_lag_1"
"24471","2025-51-208",0.674340329572748,0.641850839514512,0.652863334198046,0.633905645121474,0.675657333234699,0.708351606273659,0.7418,0.735875805155691
"24472","2025-51-216",0.875528464067067,0.843566644655919,0.835123148129845,0.843738971168283,0.846361128382984,0.836904444408734,0.8318,0.815246611033437
"24473","2025-51-210",0.802788350802153,0.815571515377069,0.705325275966007,0.546719893824722,0.507691006536758,0.638568344523672,0.8404,0.839402767533111
"24474","2025-51-204",0.797970644092682,0.875767410448048,0.764914788508235,0.86985665157035,0.884808480282775,0.862495816713463,0.8383,0.84900547966765
"24475","2025-51-202",0.65971547985826,0.619124172288264,0.666897585779641,0.799120723772373,0.919893197924275,0.95542594038151,0.9252,0.959039845597448
"24476","2025-51-212",0.562548391145862,0.782740354285114,0.901514490670287,0.827898453594838,0.911399870892446,0.895769032211424,0.8248,0.717008619751115
"24477","2025-51-213",0.641762697428367,0.479969412129672,0.458184523642694,0.311066993614553,0.610144883446867,0.718624961935435,0.8136,0.469394109044281
"24478","2025-51-211",0.510065343152559,0.741138921507499,0.758418507165227,0.707504938267357,0.620160579077801,0.597812494488355,0.592,0.630464598913959
"24479","2025-51-306",0.46760971252238,0.638521370689291,1.08812349996214,0.902399231922199,0.797526752193108,0.738910990777091,0.759,0.755198222340714
"24480","2025-51-301",0.739236122705167,0.769977236585003,0.79119389220995,0.79423361427605,0.820525968610787,0.813515672734665,0.8169,0.820131063952921
"24481","2025-51-308",0.634405206812402,0.809537824759479,0.903889944838917,0.894144059982285,0.904235437579954,0.90423345133931,0.8999,0.906784395561795
"24482","2025-51-304",0.725236053441718,0.695393067545705,0.697767550794257,0.716035762906475,0.736781778116293,0.740958419433221,0.747,0.758865597693898
"24483","2025-51-303",0.678390893797927,0.684104892127064,0.630590161991257,0.630623871682325,0.583071210559753,0.571293045461861,0.5494,0.55298397474274
"24484","2025-51-307",0.436678428642835,0.690916130674101,0.811264832338832,0.869395790589801,0.966941981474613,0.911246932248922,0.8407,0.795465967423547
"24485","2025-51-302",0.26126473143223,0.692251046557429,0.821690092096751,0.90758213720459,0.89347959409869,0.865029427829076,0.8491,0.857052984018009
"24486","2025-51-305",0.694553158937464,0.772432378697236,0.799912684622903,0.788484255217926,0.797070744711566,0.818031771831058,0.8412,0.840819195467853
"24487","2025-51-507",0.492985642336326,0.684594187568046,0.776995191689878,0.754347568436481,0.73094352772103,0.728107736230641,0.7268,0.708175563610097
"24488","2025-51-504",0.7622874234204,0.699572477611326,0.713226133150148,0.759987384507309,0.807031507212807,0.822181489074513,0.8294,0.823083246903682
"24489","2025-51-506",0.812566851601162,0.821318145392842,0.820489383882553,0.808642094073473,0.802040988425664,0.783088042257388,0.7629,0.742945720014221
"24490","2025-51-505",0.880835748365507,0.866369045571404,0.866137297933529,0.871512866550078,0.883809038406276,0.861442205364594,0.8341,0.841993534604019
"24491","2025-51-511",0.810516681017238,0.814021139810073,0.829495002342307,0.811131003395691,0.823089556120317,0.821579460454831,0.8191,0.806376082628122
"24492","2025-51-510",0.880235940376548,0.897518654160796,0.911871211731387,0.891695095859588,0.899611349992994,0.902291524382585,0.9025,0.893995410265037
"24493","2025-51-501",0.793130271751139,0.790982221713668,0.765993405935024,0.751644947310878,0.744165396476113,0.733609589587625,0.7222,0.666107417210202
"24494","2025-51-509",0.828953522428431,0.837058805238877,0.856509836033419,0.850634256390967,0.846583702161836,0.847394277280324,0.8458,0.823897407199924
"24495","2025-51-502",0.788503792679618,0.780119954627712,0.780622797137667,0.786459352565085,0.782489249297306,0.782629286784458,0.7772,0.783722513291526
"24496","2025-51-503",0.854220663575633,0.874589069328005,0.867859570751642,0.860340232693281,0.858637332761433,0.839739610491767,0.8229,0.802340283804724
"24497","2025-51-508",0.314416870827188,0.193912000011835,0.258997949931981,0.488626754807116,0.81734030924983,0.844030307100874,0.8662,0.870379043540298
"24498","2025-51-402",0.736322009639225,0.843158790760505,0.878083418104731,0.878426663279249,0.902480141764502,0.916035395792963,0.9276,0.92420919131209
"24499","2025-51-407",0.495784798569102,0.460118246743052,0.429637325025458,0.398647426314898,0.399558210193959,0.418482035808482,0.4432,0.451136444197159
"24500","2025-51-408",0.524703148655143,0.52840702625017,0.52540935782535,0.536527302928055,0.569398768662579,0.551367260770498,0.5366,0.544537757476611
"24501","2025-51-401",0.283635632864688,0.687627800096195,0.750326299593001,0.793409248297261,0.903233226415115,0.899270279093382,0.8893,0.853373118897851
"24502","2025-51-406",0.539360311429808,0.5970329782057,0.640917743020426,0.70648303020878,0.73801904465766,0.707482882539331,0.6878,0.714233902056841
"24503","2025-51-409",0.422333382570426,0.477007141267022,0.466313925010871,0.408561248950539,0.3722813896028,0.387619008016653,0.4025,0.399325556728162
"24504","2025-51-405",0.826763159807317,0.809661419663796,0.81304411351339,0.811523641687563,0.834662593163029,0.819822318123304,0.8055,0.820296591029495
"24505","2025-51-404",0.786375020391334,0.804504097032015,0.798811199608356,0.766073212365354,0.81074473702419,0.835264841932854,0.8564,0.835063749442691
"24506","2025-51-403",0.680891758647661,0.67071644557547,0.673445910021759,0.679523611892925,0.693990522359487,0.684661029191646,0.6796,0.64052214386112
"24507","2025-51-410",0.688244010898879,0.60635431891814,0.627440291879969,0.728356210554335,0.812187919659563,0.813708179108217,0.8081,0.832764456151753
"24508","2025-51-706",0.826161097324414,0.807412116686777,0.810423360932356,0.828271281673696,0.839173445616306,0.831843157882182,0.8245,0.836601983631776
"24509","2025-51-701",0.915739228437128,0.916670613062865,0.902674720497395,0.943754307721842,0.944400258496173,0.860061321934589,0.8839,0.90375955849639
"24510","2025-51-705",0.721413477159282,0.727886904592633,0.726642054530007,0.720969955712107,0.727588873114993,0.750876794350849,0.7719,0.779760569995601
"24511","2025-51-702",0.699334286376983,0.62270329732608,0.624824020182971,0.675686627777683,0.715360705200302,0.714571604974465,0.7098,0.69226745071449
"24512","2025-51-703",0.895514208187831,0.870552001681564,0.871125038732348,0.895559832409768,0.911074802633707,0.901638156077474,0.8889,0.881815489981597
"24513","2025-51-704",0.719927421920343,0.837291257017025,0.853589809522865,0.868822142325624,0.939536030397447,0.911401798759044,0.9096,0.907608789637611
"24514","2025-51-603",0.881515159170374,0.84547919406426,0.837056116449402,0.829914080680551,0.828214179404563,0.825496193816615,0.8212,0.796512515051251
"24515","2025-51-610",0.877502183556026,0.907813031759461,0.910672939056379,0.893692237302048,0.875609698859809,0.881614886199964,0.8853,0.89122516978247
