"","precip_total","precip_min","precip_max","precip_mean","precip_median","week_canton"
"2313",133.96627,10.976248,32.928745,19.1380385714286,21.952496,"2022-25-504"
"2314",54.568445,0,28.096157,7.79549214285714,3.204865,"2022-26-504"
"2315",30.508405,0,19.269943,4.35834357142857,0,"2022-27-504"
"2316",80.85423,0,24.25627,11.5506042857143,8.0854225,"2022-28-504"
"2317",38.240165,0,20.61242,5.46288071428571,0,"2022-29-504"
"2318",46.4878035,0,30.991869,6.64111478571429,0,"2022-30-504"
"2319",29.8160115,0,14.885784,4.25943021428571,0,"2022-31-504"
"2320",43.9843035,0,16.551537,6.28347192857143,5.0063715,"2022-32-504"
"2321",22.924221,0,12.413654,3.27488871428571,0,"2022-33-504"
"2322",34.553389,0,14.07751,4.93619842857143,4.692503,"2022-34-504"
"2323",127.009664,0,30.832903,18.1442377142857,19.195108,"2022-35-504"
"2324",57.1899745,0,15.343624,8.16999635714286,10.229083,"2022-36-504"
"2325",58.0914184,3.9973388,24.062037,8.29877405714286,5.996008,"2022-37-504"
"2326",27.7693538,0,16.041357,3.96705054285714,2.9319992,"2022-38-504"
"2327",75.717873,0,26.917547,10.816839,8.675665,"2022-39-504"
"2328",85.482467,0,46.02902,12.211781,0,"2022-40-504"
"2329",30.4463632,0,9.139663,4.34948045714286,4.5698314,"2022-41-504"
"2330",23.2295506,0,8.031083,3.31850722857143,4.0155416,"2022-42-504"
"2331",4.0155416,0,4.0155416,0.5736488,0,"2022-43-504"
"2332",62.501777,0,21.89782,8.92882528571429,0,"2022-44-504"
"2333",32.5880196,0,18.706137,4.65543137142857,0,"2022-45-504"
"2334",13.8818826,0,6.9409413,1.98312608571429,0,"2022-46-504"
"2335",255.084866,0,104.85195,36.4406951428571,0,"2022-47-504"
"2336",52.425976,0,52.425976,7.48942514285714,0,"2022-48-504"
"2337",0,0,0,0,0,"2022-49-504"
"2338",33.96848,0,33.96848,4.85264,0,"2022-50-504"
"2339",0,0,0,0,0,"2022-51-504"
"2340",0,0,0,0,0,"2022-52-504"
"2341",5.867655,0,5.867655,0.838236428571429,0,"2023-1-504"
"2342",3.4416642,0,3.4416642,0.491666314285714,0,"2023-2-504"
"2343",0,0,0,0,0,"2023-3-504"
"2344",4.6556916,0,4.6556916,0.6650988,0,"2023-4-504"
"2345",0,0,0,0,0,"2023-5-504"
"2346",0,0,0,0,0,"2023-6-504"
"2347",5.265226,0,5.265226,0.752175142857143,0,"2023-7-504"
"2348",4.8827057,0,4.8827057,0.697529385714286,0,"2023-8-504"
"2349",0,0,0,0,0,"2023-9-504"
"2350",0,0,0,0,0,"2023-10-504"
"2351",47.8508024,0,12.2765665,6.83582891428571,7.7658896,"2023-11-504"
"2352",0,0,0,0,0,"2023-12-504"
