"","tmax_min","tmax_max","tmax_mean","tmax_median","week_canton"
"307",27.578098,28.531588,28.1891977142857,28.357218,"2020-7-112"
"308",27.54037,28.703634,28.3018818571429,28.420704,"2020-8-112"
"309",28.059883,28.903852,28.5777344285714,28.564558,"2020-9-112"
"310",28.758612,29.328943,29.1230944285714,29.251045,"2020-10-112"
"311",28.097044,29.500168,28.8053008571429,28.792532,"2020-11-112"
"312",28.320326,29.002121,28.6394655714286,28.64314,"2020-12-112"
"313",27.976555,28.898119,28.5384502857143,28.610212,"2020-13-112"
"314",28.022732,29.587097,28.7146892857143,28.645304,"2020-14-112"
"315",28.49493,29.340286,28.8558131428571,28.788433,"2020-15-112"
"316",28.05456,28.823929,28.4082745714286,28.360554,"2020-16-112"
"317",27.305122,28.727095,28.198612,28.290012,"2020-17-112"
"318",26.673296,28.616674,27.3956011428571,27.030432,"2020-18-112"
"319",27.075397,28.72245,27.8740278571429,28.03832,"2020-19-112"
"320",27.15683,29.142546,27.9058778571429,27.78076,"2020-20-112"
"321",27.547718,29.713202,28.5753958571429,28.47265,"2020-21-112"
"322",26.789677,29.674473,27.675036,27.363735,"2020-22-112"
"323",26.534517,28.018291,27.1531555714286,27.169737,"2020-23-112"
"324",25.85045,28.131535,27.1511872857143,27.131683,"2020-24-112"
"325",25.86498,27.580742,26.9443918571429,26.865623,"2020-25-112"
"326",26.211937,27.543886,27.1722847142857,27.300373,"2020-26-112"
"327",26.664248,28.078144,27.4021108571429,27.507812,"2020-27-112"
"328",25.583605,27.417606,26.7539724285714,26.801022,"2020-28-112"
"329",24.3885,28.666706,27.1487014285714,27.625677,"2020-29-112"
"330",25.623587,28.478302,26.9823694285714,26.883995,"2020-30-112"
"331",27.477257,29.118551,28.2426545714286,28.381603,"2020-31-112"
"332",26.740326,28.979256,27.593533,27.421951,"2020-32-112"
"333",25.720772,27.498228,26.6857244285714,26.75171,"2020-33-112"
"334",25.909458,27.312828,26.430771,26.271008,"2020-34-112"
"335",24.875935,28.092772,26.9455971428571,27.133972,"2020-35-112"
"336",26.533442,27.936983,27.105128,27.126663,"2020-36-112"
"337",25.91458,27.864779,26.9516092857143,27.018394,"2020-37-112"
"338",25.920399,28.128925,27.0012768571429,27.00295,"2020-38-112"
"339",25.499422,27.88645,26.8056132857143,26.926113,"2020-39-112"
"340",26.038406,27.339096,26.9459145714286,27.069973,"2020-40-112"
"341",26.146547,28.875502,27.131516,26.860416,"2020-41-112"
"342",26.4362,28.456827,27.0427527142857,26.787647,"2020-42-112"
"343",24.5815,27.390797,26.474517,26.427391,"2020-43-112"
"344",25.307177,26.800241,26.2696387142857,26.590466,"2020-44-112"
"345",22.8668,25.407343,23.8600665714286,23.64621,"2020-45-112"
"346",24.311756,26.261986,25.692128,26.067211,"2020-46-112"
"347",23.95852,26.206757,25.0448457142857,24.940218,"2020-47-112"
"348",25.645313,26.848457,26.02039,25.94668,"2020-48-112"
"349",24.375,26.940046,26.1713261428571,26.3924,"2020-49-112"
"350",24.493374,27.279491,26.0385797142857,26.544004,"2020-50-112"
"351",25.438574,26.787344,26.2576445714286,26.338484,"2020-51-112"
"352",25.348328,27.243921,26.2531624285714,26.508799,"2020-52-112"
"353",25.99571,26.817297,26.3154584285714,26.223387,"2021-1-112"
"354",25.865778,26.715092,26.153938,26.06462,"2021-2-112"
"355",25.834011,26.82877,26.2814634285714,26.196825,"2021-3-112"
"356",25.781975,26.960318,26.5609968571429,26.699602,"2021-4-112"
"357",27.522669,28.405094,28.0123098571429,27.989117,"2021-5-112"
"358",27.548517,28.244196,27.851723,27.768373,"2021-6-112"
"359",26.16706,28.203556,27.2688892857143,27.07604,"2021-7-112"
"360",27.090694,27.719748,27.3468468571429,27.315191,"2021-8-112"
"361",27.207619,28.352991,27.8653932857143,27.832294,"2021-9-112"
"362",27.455706,28.284779,27.8921741428571,27.97541,"2021-10-112"
"363",26.329659,28.56302,27.485933,27.569878,"2021-11-112"
"364",26.725023,28.086853,27.6195442857143,27.551762,"2021-12-112"
"365",27.51617,28.569372,27.8790335714286,27.834848,"2021-13-112"
"366",27.7465,28.621885,28.0949872857143,28.007797,"2021-14-112"
"367",26.26754,28.540562,27.9256388571429,28.22925,"2021-15-112"
"368",27.556194,28.574493,28.0634385714286,28.119547,"2021-16-112"
"369",26.657444,28.201357,27.5394072857143,27.621464,"2021-17-112"
"370",25.727322,27.919325,26.9173414285714,27.031075,"2021-18-112"
"371",26.574867,27.310225,26.863751,26.872467,"2021-19-112"
"372",27.007269,27.74922,27.4684708571429,27.48847,"2021-20-112"
"373",25.944273,28.193214,27.0078001428571,27.008532,"2021-21-112"
"374",26.419691,27.728525,27.0991752857143,27.193176,"2021-22-112"
"375",26.319254,28.089443,27.0410087142857,26.950455,"2021-23-112"
"376",26.157467,27.57043,27.0091802857143,27.171684,"2021-24-112"
"377",26.200897,27.515068,26.8433572857143,26.88255,"2021-25-112"
"378",25.974693,27.55931,26.8741587142857,27.166178,"2021-26-112"
"379",25.151903,28.299973,27.1846598571429,27.333197,"2021-27-112"
"380",25.539486,28.20532,27.2496352857143,27.563383,"2021-28-112"
"381",24.01915,29.019173,26.7382191428571,27.35745,"2021-29-112"
"382",26.214062,28.2437,27.2983877142857,27.2366,"2021-30-112"
"383",26.336576,27.508083,26.8464057142857,26.800705,"2021-31-112"
"384",26.063164,27.336098,26.7301461428571,26.830017,"2021-32-112"
"385",26.750933,27.592459,27.0825792857143,26.980114,"2021-33-112"
"386",24.185308,27.453547,26.3604834285714,26.47594,"2021-34-112"
"387",25.446632,27.762411,26.8963244285714,27.310247,"2021-35-112"
"388",25.964283,27.640057,26.9253797142857,27.032724,"2021-36-112"
"389",26.834839,28.359846,27.4973081428571,27.411827,"2021-37-112"
"390",26.160183,27.735628,26.935152,26.825676,"2021-38-112"
"391",26.584286,27.978554,27.1677741428571,26.978243,"2021-39-112"
"392",25.93238,28.032747,27.313523,27.510845,"2021-40-112"
"393",25.533573,26.937769,26.3512894285714,26.510534,"2021-41-112"
